top_k,question_id,question,answer,faithfulness,answer_relevance,context_precision,context_recall,evaluation_time,timestamp
10,test_2611,Не открывается PDF-файл.,Установите Adobe Reader или используйте браузер для открытия PDF. Если файл повреждён — запросите новую копию.,0.435,0.294,0.028,0.125,0.00036,2026-05-12T19:03:42.083492
10,test_2612,Не работает копирование/вставка.,"Проверьте, не блокирует ли операцию антивирус. Перезапустите проводник Windows через Диспетчер задач. Проверьте работу в других программах.",0.467,0.333,0.027,0.124,0.000334,2026-05-12T19:03:42.812553
10,test_2613,Как очистить историю браузера?,"Для очистки истории в разных браузерах выполните следующие действия:
- В Chrome: нажмите Ctrl+H и выберите «Очистить историю».
- В Firefox: нажмите Ctrl+Shift+Del.
- В Edge: нажмите Ctrl+H и выберите «Очистить данные просмотра». Не забудьте выбрать период и типы данных, которые хотите удалить.",0.381,0.226,0.041,0.137,0.000336,2026-05-12T19:03:44.081387
10,test_2614,Не печатается PDF-файл.,Откройте PDF в Adobe Reader вместо браузера. Обновите драйвер принтера. Попробуйте печать как изображение в настройках принтера.,0.44,0.3,0.024,0.122,0.000332,2026-05-12T19:03:44.795864
10,test_2615,Экран стал черным после обновления.,"Подождите несколько минут — возможно, идёт завершение обновления. Если не помогло — перезагрузите компьютер. Обратитесь в IT при повторении проблемы.",0.426,0.283,0.022,0.12,0.000219,2026-05-12T19:03:45.605995
10,test_2616,CRM работает медленно.,"Проверьте интернет-соединение. Закройте лишние вкладки браузера и очистите кэш. Если проблема не решится, обратитесь в Service Desk, особенно если замедление работы CRM постоянное.",0.329,0.161,0.023,0.12,0.000181,2026-05-12T19:03:46.591412
10,test_2617,Как экспортировать данные из CRM?,"Чтобы экспортировать данные из CRM, выполните следующие шаги:

1. Откройте нужный раздел (клиенты, сделки, задачи).
2. Примените фильтры, если нужно.
3. Нажмите «Экспорт».
4. Выберите формат (Excel, CSV).
5. Настройте поля для экспорта.
6. Сохраните файл.

Большие объёмы данных могут экспортироваться долго.",0.325,0.157,0.063,0.156,0.00087,2026-05-12T19:03:48.043897
10,test_2618,Забыл пароль от CRM.,Используйте функцию «Забыли пароль?» на странице входа. Введите email и следуйте инструкциям в письме. Или обратитесь в Service Desk для сброса пароля.,0.45,0.312,0.033,0.13,0.000544,2026-05-12T19:03:48.843962
10,test_2619,Как создать правило сортировки писем?,"В Outlook для создания правила сортировки писем выполните следующие шаги: Главная → Правила → Создать правило. Выберите условия (от кого, тема, ключевые слова) и действия (переместить в папку, пометить, переслать).",0.6,0.5,0.039,0.135,0.000155,2026-05-12T19:03:49.789558
10,test_2620,Как подключить корпоративную почту на телефон?,"Откройте приложение почты. Добавьте новую учётную запись, выбрав Exchange или Office 365. Введите email и пароль, разрешите настройку устройства, если требуется, и настройте уведомления.

Или:

Перейдите в «Настройки» → «Почта» → «Добавить учётную запись» → «Exchange». Введите email и пароль, сервер настроится автоматически. Если нет — обратитесь в IT.",0.379,0.224,0.056,0.151,0.000948,2026-05-12T19:03:51.137390
10,test_2621,Потерял корпоративный телефон.,Немедленно сообщите в Service Desk и службу безопасности! Они заблокируют устройство удалённо. Смените пароли и проверьте последние действия с устройства.,0.296,0.12,0.016,0.115,0.00053,2026-05-12T19:03:52.032298
10,test_2210,Как защитить телефон от взлома?,"Чтобы защитить телефон от взлома, выполните следующие действия: установите PIN-код или биометрическую защиту, не устанавливайте приложения из неизвестных источников, регулярно обновляйте операционную систему и используйте антивирус.",0.569,0.462,0.058,0.152,0.00043,2026-05-12T19:03:53.264670
10,test_2622,Телефон не синхронизирует контакты.,Проверьте настройки синхронизации в учётной записи Exchange. Включите синхронизацию контактов и переподключите учётную запись.,0.345,0.182,0.031,0.128,0.00085,2026-05-12T19:03:54.075870
10,test_2623,Не видны другие компьютеры в сети.,"Проверьте, что все компьютеры находятся в одной рабочей группе. Включите обнаружение сети и общий доступ к файлам в Центре управления сетями.",0.436,0.295,0.038,0.134,0.000242,2026-05-12T19:03:54.925803
10,test_2220,Как сообщить о проблеме с безопасностью?,Используйте форму «Сообщить об инциденте безопасности» на портале Service Desk или позвоните на горячую линию IT-безопасности.,0.893,0.867,0.072,0.165,0.000353,2026-05-12T19:03:55.692790
10,test_2624,Медленный интернет.,"Проверьте скорость интернета через speedtest.net. Закройте программы, использующие трафик (торренты, обновления). Проверьте, не перегружена ли сеть в офисе.",0.467,0.333,0.006,0.106,0.000296,2026-05-12T19:03:56.862244
10,test_2625,Как настроить общий доступ к папке в сети?,"Правой кнопкой мыши нажмите на папку, затем выберите «Свойства» → «Доступ» → «Расширенная настройка» → «Открыть общий доступ». Настройте разрешения для пользователей.",0.331,0.164,0.093,0.184,0.000246,2026-05-12T19:03:57.854875
10,test_2241,"Не открывается сайт, ошибка 404.","Проверьте правильность URL. Очистите кэш браузера. Попробуйте открыть сайт в другом браузере. Если сайт недоступен у всех — возможно, он удалён или перемещён.",0.745,0.682,0.032,0.129,0.000156,2026-05-12T19:03:58.704973
10,test_2626,Какие часы работы IT-поддержки?,IT-поддержка работает с 9:00 до 18:00 в рабочие дни. В экстренных случаях доступна горячая линия 24/7. Номер указан на портале Service Desk.,0.458,0.323,0.008,0.107,0.000313,2026-05-12T19:03:59.703273
10,test_2627,Можно ли хранить рабочие файлы в личном облаке?,"Хранение корпоративных данных в личных облачных хранилищах запрещено. Используйте только корпоративные ресурсы, такие как OneDrive или SharePoint.",0.392,0.24,0.046,0.141,0.000271,2026-05-12T19:04:00.465832
10,test_2300,Как решить проблему с замена картриджа?,По вопросу замены картриджа обратитесь в Service Desk или изучите инструкцию в разделе «Принтеры» корпоративной базы знаний. Для срочных вопросов звоните на горячую линию IT-поддержки.,0.9,0.875,0.101,0.191,0.000385,2026-05-12T19:04:01.380600
10,test_2302,Как решить проблему с настройка сканирования?,По вопросу «Настройка сканирования» обратитесь в Service Desk или изучите инструкцию в разделе «Принтеры» корпоративной базы знаний. Для срочных вопросов звоните на горячую линию IT-поддержки.,0.9,0.875,0.072,0.165,0.000308,2026-05-12T19:04:02.300629
10,test_2628,Какие устройства разрешены для работы?,"Только устройства, одобренные IT-отделом и соответствующие требованиям безопасности, разрешены для работы. Список таких устройств доступен на корпоративном портале.",0.4,0.25,0.031,0.128,0.000221,2026-05-12T19:04:03.256678
10,test_2629,Печать идет медленно.,"Уменьшите качество печати в свойствах принтера (выберите «Черновик» вместо «Высокого качества»). Проверьте, не печатает ли кто-то другой большие документы. Обновите драйвер принтера.",0.448,0.31,0.005,0.104,0.000441,2026-05-12T19:04:04.221269
10,test_2304,Как решить проблему с сетевая печать?,"По вопросу «Сетевая печать» обратитесь в Service Desk или изучите инструкцию в разделе «Принтеры» корпоративной базы знаний. Для срочных вопросов звоните на горячую линию IT-поддержки.

Также вы можете выполнить базовую диагностику: перезапустите приложение/устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.582,0.477,0.1,0.19,0.000773,2026-05-12T19:04:05.559780
10,test_2630,Ошибка 'Driver unavailable' при печати.,"Скачайте актуальный драйвер с сайта производителя принтера. Удалите старый драйвер через Диспетчер устройств, затем установите новый.",0.414,0.268,0.017,0.116,0.00025,2026-05-12T19:04:06.270969
10,test_2631,Почему нужно менять пароль раз в 90 дней?,Это требование политики информационной безопасности для снижения риска взлома и несанкционированного доступа к системам.,0.415,0.269,0.056,0.151,0.000477,2026-05-12T19:04:07.024805
10,test_2632,"Получил подозрительное письмо, что делать?",Не открывайте вложения и ссылки из подозрительного письма. Не отвечайте на него. Перешлите письмо в IT-отдел с пометкой «Фишинг» и удалите его после проверки.,0.393,0.241,0.031,0.128,0.000315,2026-05-12T19:04:08.069689
10,test_2305,"Не работает сетевая печать, что делать?","При проблемах с сетевой печатью выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.846,0.808,0.064,0.157,0.000221,2026-05-12T19:04:08.895252
10,test_2596,Сколько места нужно для Windows?,"Минимальные требования для Windows 10/11 — 64 ГБ. Для комфортного использования рекомендуется иметь минимум 128 ГБ на SSD, а лучше — 256 ГБ и больше. Важно оставлять свободными 15–20 % пространства для оптимальной производительности.",0.294,0.118,0.036,0.133,0.000281,2026-05-12T19:04:10.121172
10,test_2633,Как проверить компьютер на вирусы?,Запустите полную проверку через корпоративный антивирус. Если антивируса нет — обратитесь в IT для установки и проверки. Не используйте сторонние антивирусы.,0.631,0.538,0.049,0.144,0.000365,2026-05-12T19:04:10.999248
10,test_2634,Ошибка 'Missing DLL' при запуске.,Переустановите программу. Установите необходимые библиотеки Visual C++ Redistributable. Обновите DirectX. Проверьте антивирусом систему.,0.431,0.289,0.026,0.124,0.000523,2026-05-12T19:04:11.881329
10,test_2307,"Не работает двусторонняя печать, что делать?","При проблемах с двусторонней печатью выполните базовую диагностику: перезапустите приложение и устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.846,0.808,0.071,0.164,0.000781,2026-05-12T19:04:12.756367
10,test_2635,Программа работает очень медленно.,Закройте лишние программы. Проверьте загрузку CPU и RAM в Диспетчере задач. Перезапустите программу. Если проблема сохраняется — обратитесь в IT.,0.476,0.345,0.033,0.13,0.000368,2026-05-12T19:04:13.595289
10,test_2636,Программа не сохраняет файлы.,"Проверьте права доступа к папке сохранения. Запустите программу от имени администратора. Проверьте, есть ли свободное место на диске.",0.6,0.5,0.023,0.121,0.000471,2026-05-12T19:04:14.328465
10,test_2637,Компьютер медленно загружается.,Попробуйте отключить лишние программы в автозагрузке (Диспетчер задач → Автозагрузка). Также может помочь увеличение объёма RAM или замена HDD на SSD.,0.363,0.203,0.018,0.117,0.000917,2026-05-12T19:04:15.191042
10,test_2638,Не работает звук на компьютере.,"Проверьте, не отключён ли звук. Проверьте подключение колонок или наушников. Обновите аудиодрайвер. Также проверьте, правильно ли выбрано устройство воспроизведения по умолчанию.",0.396,0.245,0.061,0.155,0.00033,2026-05-12T19:04:16.072311
10,test_2309,"Не работает цветная печать, что делать?","При проблемах с цветной печатью выполните базовую диагностику: перезапустите приложение/устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.933,0.917,0.058,0.153,0.000413,2026-05-12T19:04:16.922691
10,test_2639,Потерялись файлы с рабочего стола.,"Проверьте корзину и OneDrive или облачное хранилище. Если файлы не найдены, обратитесь в IT-отдел для восстановления из резервной копии.",0.387,0.234,0.024,0.122,0.000335,2026-05-12T19:04:17.758406
10,test_2310,Как решить проблему с настройка vpn?,По вопросу настройки VPN обратитесь в Service Desk или изучите инструкцию в разделе «Сеть» корпоративной базы знаний. Для срочных вопросов звоните на горячую линию IT-поддержки.,0.9,0.875,0.086,0.178,0.00033,2026-05-12T19:04:18.578866
10,test_2313,"Не работает подключение к wi-fi, что делать?","При проблемах с подключением к Wi-Fi выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.852,0.815,0.079,0.171,0.000463,2026-05-12T19:04:19.604990
10,test_2315,"Не работает общий доступ к файлам, что делать?","При проблемах с общим доступом к файлам выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.829,0.786,0.081,0.173,0.000352,2026-05-12T19:04:20.487752
10,test_2319,"Не работает dns настройки, что делать?","При проблемах с DNS-настройками выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.872,0.84,0.058,0.152,0.000287,2026-05-12T19:04:21.268379
10,test_2320,Как решить проблему с статический ip?,По вопросу «Статический IP» обратитесь в Service Desk или изучите инструкцию в разделе «Сеть» корпоративной базы знаний. Для срочных вопросов звоните на горячую линию IT-поддержки.,0.9,0.875,0.078,0.17,0.000492,2026-05-12T19:04:22.140774
10,test_2323,"Не работает настройка outlook, что делать?","При проблемах с настройкой Outlook выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение к интернету. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.771,0.714,0.094,0.184,0.00034,2026-05-12T19:04:23.038183
10,test_2325,"Не работает правила сортировки, что делать?","При проблемах с «Правила сортировки» выполните базовую диагностику: перезапустите приложение/устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.933,0.917,0.06,0.154,0.000811,2026-05-12T19:04:24.063335
