top_k,question_id,question,answer,faithfulness,answer_relevance,context_precision,context_recall,evaluation_time,timestamp
10,test_2610,Как создать общую папку для отдела?,Обратитесь в IT для создания общей папки на файловом сервере или в SharePoint. Укажите список пользователей и права доступа.,0.472,0.34,0.066,0.159,0.000344,2026-05-12T18:21:04.482829
10,test_2611,Не открывается PDF-файл.,Установите Adobe Reader или используйте браузер для открытия PDF. Если файл повреждён — запросите новую копию.,0.435,0.294,0.028,0.125,0.000319,2026-05-12T18:21:05.233944
10,test_2612,Не работает копирование/вставка.,"Проверьте, не блокирует ли операцию антивирус. Перезапустите проводник Windows через Диспетчер задач. Проверьте работу в других программах.",0.467,0.333,0.027,0.124,0.00102,2026-05-12T18:21:06.023491
10,test_2613,Как очистить историю браузера?,"Чтобы очистить историю браузера, выполните следующие действия:
* В Chrome: нажмите Ctrl+H, затем выберите «Очистить историю».
* В Firefox: нажмите Ctrl+Shift+Del.
* В Edge: нажмите Ctrl+H, затем выберите «Очистить данные просмотра». Не забудьте выбрать период и типы данных, которые хотите удалить.",0.366,0.208,0.041,0.137,0.00089,2026-05-12T18:21:07.486392
10,test_2614,Не печатается PDF-файл.,Откройте PDF в Adobe Reader вместо браузера. Обновите драйвер принтера. Попробуйте печать как изображение в настройках принтера.,0.44,0.3,0.024,0.122,0.000357,2026-05-12T18:21:08.236295
10,test_2615,Экран стал черным после обновления.,"Подождите несколько минут — возможно, идёт завершение обновления. Если не помогло — перезагрузите компьютер. Обратитесь в IT при повторении проблемы.",0.426,0.283,0.022,0.12,0.000473,2026-05-12T18:21:09.059198
10,test_2616,CRM работает медленно.,"Проверьте интернет-соединение. Закройте лишние вкладки браузера и очистите кэш. Если проблема не решится, обратитесь в Service Desk, особенно если замедление постоянное.",0.316,0.145,0.023,0.12,0.000386,2026-05-12T18:21:10.015338
10,test_2617,Как экспортировать данные из CRM?,"Чтобы экспортировать данные из CRM, выполните следующие шаги:

1. Откройте нужный раздел (клиенты, сделки, задачи).
2. Примените фильтры, если нужно.
3. Нажмите «Экспорт».
4. Выберите формат (Excel, CSV).
5. Настройте поля для экспорта.
6. Сохраните файл.

Большие объёмы данных могут экспортироваться долго.",0.325,0.157,0.063,0.156,0.000878,2026-05-12T18:21:11.421850
10,test_2618,Забыл пароль от CRM.,Используйте функцию «Забыли пароль?» на странице входа. Введите email и следуйте инструкциям в письме. Или обратитесь в Service Desk для сброса пароля.,0.45,0.312,0.033,0.13,0.000238,2026-05-12T18:21:12.298248
10,test_2619,Как создать правило сортировки писем?,"В Outlook для создания правила сортировки писем перейдите в раздел «Главная» → «Правила» → «Создать правило». Выберите условия (от кого, тема, ключевые слова) и действия (переместить в папку, пометить, переслать).",0.54,0.425,0.039,0.135,0.000156,2026-05-12T18:21:13.309738
10,test_2620,Как подключить корпоративную почту на телефон?,"Откройте приложение почты на телефоне, добавьте новую учётную запись, выберите Exchange или Office 365, введите email и пароль. Разрешите настройку устройства, если требуется, и настройте уведомления. Почта начнёт синхронизироваться автоматически.

Или можно попробовать другой способ: Настройки → Почта → Добавить учётную запись → Exchange, введите email и пароль, сервер настроится автоматически. Если возникнут проблемы — обратитесь в IT.",0.448,0.31,0.056,0.151,0.000871,2026-05-12T18:21:14.642569
10,test_2621,Потерял корпоративный телефон.,"Немедленно сообщите в Service Desk и службу безопасности, чтобы они могли заблокировать устройство удалённо. Также рекомендуется сменить пароли и проверить последние действия с устройства.",0.28,0.1,0.016,0.115,0.000519,2026-05-12T18:21:15.485124
10,test_2210,Как защитить телефон от взлома?,"Чтобы защитить телефон от взлома, выполните следующие действия: установите PIN-код или биометрическую защиту, не устанавливайте приложения из неизвестных источников, регулярно обновляйте операционную систему и используйте антивирус.",0.569,0.462,0.058,0.152,0.000412,2026-05-12T18:21:16.366505
10,test_2622,Телефон не синхронизирует контакты.,"Проверьте настройки синхронизации в учётной записи Exchange, убедитесь, что синхронизация контактов включена. Если это не помогло, попробуйте переподключить учётную запись.",0.302,0.127,0.031,0.128,0.000373,2026-05-12T18:21:17.181967
10,test_2623,Не видны другие компьютеры в сети.,"Проверьте, что все ПК находятся в одной рабочей группе. Включите обнаружение сети и общий доступ к файлам в Центре управления сетями.",0.449,0.311,0.038,0.134,0.000221,2026-05-12T18:21:17.952625
10,test_2220,Как сообщить о проблеме с безопасностью?,Используйте форму «Сообщить об инциденте безопасности» на портале Service Desk или позвоните на горячую линию IT-безопасности.,0.893,0.867,0.072,0.165,0.000813,2026-05-12T18:21:18.674156
10,test_2624,Медленный интернет.,"Проверьте скорость интернета через speedtest.net. Закройте программы, использующие трафик (торренты, обновления). Проверьте, не перегружена ли сеть в офисе.",0.467,0.333,0.006,0.106,0.0003,2026-05-12T18:21:19.520618
10,test_2625,Как настроить общий доступ к папке в сети?,"Правой кнопкой мыши нажмите на папку, затем выберите «Свойства» → «Доступ» → «Расширенная настройка» → «Открыть общий доступ». Настройте разрешения для пользователей.",0.331,0.164,0.093,0.184,0.000249,2026-05-12T18:21:20.378903
10,test_2241,"Не открывается сайт, ошибка 404.","Проверьте правильность URL. Очистите кэш браузера. Попробуйте другой браузер. Если сайт недоступен у всех — возможно, он удалён или перемещён.",0.88,0.85,0.032,0.129,0.000423,2026-05-12T18:21:21.307745
10,test_2626,Какие часы работы IT-поддержки?,IT-поддержка работает с 9:00 до 18:00 в рабочие дни. В экстренных случаях доступна горячая линия 24/7. Номер указан на портале Service Desk.,0.458,0.323,0.008,0.107,0.000383,2026-05-12T18:21:22.297666
10,test_2627,Можно ли хранить рабочие файлы в личном облаке?,"Хранение корпоративных данных в личных облачных хранилищах запрещено. Используйте только корпоративные ресурсы (OneDrive, SharePoint).",0.424,0.28,0.046,0.141,0.000646,2026-05-12T18:21:23.054100
10,test_2300,Как решить проблему с замена картриджа?,По вопросу замены картриджа обратитесь в Service Desk или изучите инструкцию в разделе «Принтеры» корпоративной базы знаний. Для срочных вопросов звоните на горячую линию IT-поддержки.,0.9,0.875,0.101,0.191,0.000151,2026-05-12T18:21:23.956284
10,test_2302,Как решить проблему с настройка сканирования?,По вопросу настройки сканирования обратитесь в Service Desk или изучите инструкцию в разделе «Принтеры» корпоративной базы знаний. Для срочных вопросов звоните на горячую линию IT-поддержки.,0.9,0.875,0.072,0.165,0.000282,2026-05-12T18:21:24.777537
10,test_2628,Какие устройства разрешены для работы?,"Только устройства, одобренные IT-отделом и соответствующие требованиям безопасности, разрешены для работы. Список таких устройств доступен на корпоративном портале.",0.4,0.25,0.031,0.128,0.000228,2026-05-12T18:21:25.592020
10,test_2629,Печать идет медленно.,"Уменьшите качество печати в свойствах принтера (выбрав «черновик» вместо «высокого качества»). Проверьте, не печатает ли кто-то другой большие документы. Обновите драйвер принтера.",0.448,0.31,0.005,0.104,0.000369,2026-05-12T18:21:26.502781
10,test_2304,Как решить проблему с сетевая печать?,"По вопросу «Сетевая печать» обратитесь в Service Desk или изучите инструкцию в разделе «Принтеры» корпоративной базы знаний. Для срочных вопросов звоните на горячую линию IT-поддержки.

Также можно выполнить базовую диагностику: перезапустите приложение или устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.582,0.477,0.1,0.19,0.000747,2026-05-12T18:21:27.925108
10,test_2630,Ошибка 'Driver unavailable' при печати.,"Скачайте актуальный драйвер с сайта производителя принтера. Удалите старый драйвер через Диспетчер устройств, затем установите новый.",0.414,0.268,0.017,0.116,0.000228,2026-05-12T18:21:28.693605
10,test_2631,Почему нужно менять пароль раз в 90 дней?,Это требование политики информационной безопасности для снижения риска взлома и несанкционированного доступа к системам.,0.415,0.269,0.056,0.151,0.000176,2026-05-12T18:21:29.371458
10,test_2632,"Получил подозрительное письмо, что делать?",Не открывайте вложения и ссылки в подозрительном письме. Не отвечайте на него. Перешлите письмо в IT-отдел с пометкой «Фишинг» и удалите его после проверки.,0.393,0.241,0.031,0.128,0.000301,2026-05-12T18:21:30.319093
10,test_2305,"Не работает сетевая печать, что делать?","При проблемах с сетевой печатью выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.846,0.808,0.064,0.157,0.000222,2026-05-12T18:21:31.282987
10,test_2596,Сколько места нужно для Windows?,"Minimum 64 GB для Windows 10/11. Для комфортного использования рекомендуется минимум 128 GB на SSD. Оптимально — 256 GB и больше для ОС и программ, при этом следует оставлять свободными 15–20% пространства для производительности.",0.365,0.206,0.036,0.133,0.000242,2026-05-12T18:21:32.387305
10,test_2633,Как проверить компьютер на вирусы?,Запустите полную проверку через корпоративный антивирус. Если антивируса нет — обратитесь в IT для установки и проверки. Не используйте сторонние антивирусы.,0.631,0.538,0.049,0.144,0.000846,2026-05-12T18:21:33.284251
10,test_2634,Ошибка 'Missing DLL' при запуске.,Переустановите программу. Установите необходимые библиотеки Visual C++ Redistributable. Обновите DirectX. Проверьте антивирусом систему.,0.431,0.289,0.026,0.124,0.00067,2026-05-12T18:21:34.238762
10,test_2307,"Не работает двусторонняя печать, что делать?","При проблемах с двусторонней печатью выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.846,0.808,0.071,0.164,0.000302,2026-05-12T18:21:35.183270
10,test_2635,Программа работает очень медленно.,Закройте лишние программы. Проверьте загрузку CPU и RAM в Диспетчере задач. Перезапустите программу. Если проблема сохраняется — обратитесь в IT.,0.476,0.345,0.033,0.13,0.000372,2026-05-12T18:21:35.944513
10,test_2636,Программа не сохраняет файлы.,"Проверьте права доступа к папке сохранения. Запустите программу от имени администратора. Проверьте, есть ли свободное место на диске.",0.6,0.5,0.023,0.121,0.000299,2026-05-12T18:21:36.664318
10,test_2637,Компьютер медленно загружается.,"Чтобы ускорить загрузку компьютера, попробуйте выполнить следующие действия: отключите лишние программы в автозагрузке, проверьте диск на ошибки, увеличьте объём RAM или замените HDD на SSD.",0.363,0.203,0.018,0.117,0.000379,2026-05-12T18:21:37.536849
10,test_2638,Не работает звук на компьютере.,"Проверьте, не отключён ли звук. Проверьте подключение колонок или наушников. Обновите аудиодрайвер. Также проверьте, правильно ли выбрано устройство воспроизведения по умолчанию.",0.396,0.245,0.061,0.155,0.000321,2026-05-12T18:21:38.311428
10,test_2309,"Не работает цветная печать, что делать?","При проблемах с цветной печатью выполните базовую диагностику: перезапустите приложение и устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.846,0.808,0.058,0.153,0.000445,2026-05-12T18:21:39.105177
10,test_2639,Потерялись файлы с рабочего стола.,"Проверьте корзину и OneDrive или облачное хранилище. Если файлы не найдены, обратитесь в IT-отдел для восстановления из резервной копии.",0.387,0.234,0.024,0.122,0.000356,2026-05-12T18:21:39.813044
10,test_2310,Как решить проблему с настройка vpn?,По вопросу «Настройка VPN» обратитесь в Service Desk или изучите инструкцию в разделе «Сеть» корпоративной базы знаний. Для срочных вопросов звоните на горячую линию IT-поддержки.,0.9,0.875,0.086,0.178,0.000286,2026-05-12T18:21:40.629224
10,test_2313,"Не работает подключение к wi-fi, что делать?","При проблемах с подключением к Wi-Fi выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.852,0.815,0.079,0.171,0.000466,2026-05-12T18:21:41.562951
10,test_2315,"Не работает общий доступ к файлам, что делать?","При проблемах с общим доступом к файлам выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.829,0.786,0.081,0.173,0.000883,2026-05-12T18:21:42.411451
10,test_2319,"Не работает dns настройки, что делать?","При проблемах с «DNS настройки» выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.846,0.808,0.058,0.152,0.000785,2026-05-12T18:21:43.276323
10,test_2320,Как решить проблему с статический ip?,"По вопросу «Статический IP» обратитесь в Service Desk или изучите инструкцию в разделе «Сеть» корпоративной базы знаний. Для срочных вопросов звоните на горячую линию IT-поддержки.

Если проблема с «Статический IP» не решается, выполните базовую диагностику: перезапустите приложение/устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.591,0.488,0.078,0.17,0.000444,2026-05-12T18:21:44.739374
10,test_2323,"Не работает настройка outlook, что делать?","При проблемах с настройкой Outlook выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение к интернету. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.771,0.714,0.094,0.184,0.000868,2026-05-12T18:21:45.737276
10,test_2325,"Не работает правила сортировки, что делать?","При проблемах с «Правила сортировки» выполните базовую диагностику: перезапустите приложение/устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.933,0.917,0.06,0.154,0.000312,2026-05-12T18:21:46.626945
